20250801014447,19.10,48.80
20250801014517,19.10,49.00
20250801014547,19.00,49.20
20250801014617,18.90,49.40
20250801014647,18.90,49.40
20250801014717,18.80,49.60
20250801014747,18.80,49.60
20250801014817,18.70,49.80
20250801014847,18.70,49.80
20250801014917,18.70,50.10
20250801014947,18.60,50.20
20250801015017,18.60,50.30
20250801015047,18.60,50.20
20250801015117,18.60,50.20
20250801015147,18.60,50.40
20250801015217,18.60,50.40
20250801015247,18.60,50.30
20250801015317,18.60,50.20
20250801015347,18.60,50.30
20250801015417,18.50,50.40
20250801015447,18.50,50.30
20250801015517,18.50,50.50
20250801015547,18.50,50.50
20250801015617,18.50,50.60
20250801015647,18.50,50.50
20250801015717,18.50,50.50
20250801015747,18.40,50.50
20250801015817,18.40,50.40
20250801015847,18.40,50.30
20250801015917,18.30,50.30
20250801015947,18.30,50.30
20250801020017,18.30,50.30
20250801020047,18.30,50.30
20250801020117,18.30,50.10
20250801020147,18.30,50.30
20250801020217,18.30,50.40
20250801020247,18.30,50.40
20250801020317,18.20,50.40
20250801020347,18.20,50.40
20250801020417,18.20,50.30
20250801020447,18.20,50.20
20250801020517,18.20,50.20
20250801020547,18.10,50.30
20250801020617,18.10,50.50
20250801020647,18.20,50.20
20250801020717,18.10,50.00
20250801020747,18.10,50.10
20250801020817,18.00,50.20
20250801020847,18.00,50.40
20250801020917,18.00,50.50
20250801020947,17.90,50.60
20250801021017,17.90,50.60
20250801021047,17.90,50.60
20250801021117,17.80,50.70
20250801021147,17.80,50.60
20250801021217,17.80,50.70
20250801021247,17.70,50.70
20250801021317,17.70,50.70
20250801021347,17.70,50.60
20250801021417,17.70,50.70
20250801021447,17.60,50.70
20250801021517,17.60,50.70
20250801021547,17.60,50.70
20250801021617,17.60,50.80
20250801021647,17.60,50.90
20250801021717,17.60,50.90
20250801021747,17.60,50.90
20250801021817,17.50,50.80
20250801021847,17.50,50.80
20250801021917,17.50,50.80
20250801021947,17.40,50.60
20250801022017,17.50,50.70
20250801022047,17.40,50.70
20250801022117,17.40,50.60
20250801022147,17.40,50.60
20250801022217,17.40,50.40
20250801022247,17.30,50.50
20250801022317,17.30,50.70
20250801022347,17.30,50.80
20250801022417,17.30,50.80
20250801022447,17.30,50.90
20250801022517,17.30,50.80
20250801022547,17.30,50.80
20250801022617,17.30,50.80
20250801022647,17.30,50.80
20250801022718,17.30,50.70
20250801022748,17.30,50.70
20250801022818,17.20,50.70
20250801022848,17.30,50.90
20250801022918,17.30,51.00
20250801022948,17.30,50.80
20250801023018,17.40,50.60
20250801023048,17.40,50.60
20250801023118,17.40,50.40
20250801023148,17.40,50.30
20250801023218,17.40,50.30
20250801023248,17.40,50.20
20250801023318,17.50,50.30
20250801023348,17.40,50.10
20250801023418,17.50,50.10
20250801023448,17.50,50.20
20250801023518,17.50,50.30
20250801023548,17.60,50.20
20250801023618,17.60,50.30
20250801023648,17.70,50.30
20250801023718,17.70,50.20
20250801023748,17.80,50.30
20250801023818,17.80,50.30
20250801023848,17.80,50.30
20250801023918,17.80,50.20
20250801023948,17.90,50.20
20250801024018,17.90,50.10
20250801024048,17.90,49.90
20250801024118,17.90,49.70
20250801024148,17.90,49.60
20250801024218,17.90,49.50
20250801024248,17.90,49.40
20250801024318,18.00,49.50
20250801024348,18.00,49.50
20250801024418,18.00,49.40
20250801024448,18.00,49.40
20250801024518,18.10,49.60
20250801024548,18.00,49.80
20250801024618,18.10,49.90
20250801024648,18.10,49.90
20250801024718,18.10,49.80
20250801024748,18.10,49.90
20250801024818,18.10,50.00
20250801024848,18.10,49.80
20250801024918,18.10,49.70
20250801024948,18.10,49.70
20250801025018,18.10,49.70
20250801025048,18.10,49.60
20250801025118,18.10,49.40
20250801025148,18.20,49.60
20250801025218,18.10,49.60
20250801025248,18.20,49.60
20250801025318,18.20,49.50
20250801025348,18.20,49.60
20250801025418,18.20,49.50
20250801025448,18.20,49.30
20250801025518,18.30,48.90
20250801025548,18.20,48.90
20250801025618,18.20,48.70
20250801025648,18.20,48.80
20250801025718,18.20,48.70
20250801025748,18.20,48.70
20250801025818,18.20,48.80
20250801025848,18.20,48.80
20250801025918,18.20,48.80
20250801025948,18.20,48.80
20250801030018,18.20,48.80
20250801030048,18.20,48.80
20250801030118,18.20,48.80
20250801030148,18.20,48.80
20250801030218,18.20,48.80
20250801030248,18.20,49.00
20250801030318,18.20,49.10
20250801030348,18.20,49.00
20250801030418,18.20,49.00
20250801030448,18.20,49.00
20250801030518,18.20,49.10
20250801030548,18.20,49.10
20250801030618,18.20,49.30
20250801030648,18.20,49.10
20250801030718,18.20,48.90
20250801030748,18.20,49.00
20250801030818,18.20,49.00
20250801030848,18.20,49.00
20250801030918,18.20,48.90
20250801030948,18.20,48.90
20250801031018,18.20,48.90
20250801031048,18.20,48.80
20250801031118,18.20,48.70
20250801031148,18.20,48.70
20250801031218,18.20,48.70
20250801031248,18.20,48.60
20250801031318,18.20,48.60
20250801031348,18.20,48.60
20250801031418,18.20,48.70
20250801031448,18.20,48.70
20250801031518,18.20,48.80
20250801031548,18.20,48.80
20250801031618,18.20,48.70
20250801031648,18.30,49.00
20250801031718,18.30,49.00
20250801031748,18.30,49.00
20250801031818,18.30,48.80
20250801031848,18.30,48.80
20250801031918,18.30,48.70
20250801031948,18.20,48.50
20250801032018,18.20,48.50
20250801032048,18.20,48.40
20250801032118,18.30,48.50
20250801032148,18.20,48.40
20250801032218,18.20,48.30
20250801032248,18.30,48.40
20250801032318,18.20,48.40
20250801032348,18.30,48.40
20250801032418,18.30,48.40
20250801032448,18.20,48.30
20250801032518,18.30,48.40
20250801032548,18.30,48.60
20250801032618,18.30,48.60
20250801032648,18.30,48.80
20250801032718,18.20,48.70
20250801032748,18.30,48.60
20250801032818,18.20,48.40
20250801032848,18.30,48.40
20250801032918,18.30,48.30
20250801032948,18.30,48.20
20250801033018,18.20,48.20
20250801033048,18.20,48.30
20250801033118,18.30,48.30
20250801033148,18.30,48.30
20250801033218,18.30,48.30
20250801033248,18.30,48.20
20250801033318,18.30,48.30
20250801033348,18.30,48.30
20250801033418,18.30,48.30
20250801033448,18.30,48.40
20250801033518,18.30,48.30
20250801033548,18.30,48.30
20250801033618,18.30,48.40
20250801033648,18.30,48.60
20250801033718,18.30,48.50
20250801033748,18.30,48.30
20250801033818,18.30,48.20
20250801033848,18.30,48.00
20250801033918,18.30,47.90
20250801033948,18.30,48.00
20250801034018,18.30,48.10
20250801034048,18.30,48.00
20250801034118,18.30,48.20
20250801034148,18.30,48.10
20250801034218,18.30,48.10
20250801034248,18.30,48.20
20250801034318,18.30,48.20
20250801034348,18.30,48.20
20250801034418,18.30,48.30
20250801034448,18.30,48.20
20250801034518,18.30,48.30
20250801034548,18.30,48.50
20250801034619,18.30,48.50
20250801034649,18.30,48.30
20250801034719,18.30,48.20
20250801034749,18.30,48.20
20250801034819,18.30,48.10
20250801034849,18.30,48.10
20250801034919,18.30,48.10
20250801034949,18.30,48.00
20250801035019,18.30,48.00
20250801035049,18.30,48.00
20250801035119,18.30,48.00
20250801035149,18.30,48.10
20250801035219,18.30,48.00
20250801035249,18.30,48.10
20250801035319,18.30,47.90
20250801035349,18.30,48.00
20250801035419,18.30,48.10
20250801035449,18.30,48.10
20250801035519,18.30,48.20
20250801035549,18.30,48.30
20250801035619,18.30,48.20
20250801035649,18.30,48.00
20250801035719,18.40,47.90
20250801035749,18.30,47.80
20250801035819,18.40,47.90
20250801035849,18.30,47.80
20250801035919,18.30,47.90
20250801035949,18.30,47.80
20250801040019,18.30,47.80
20250801040049,18.30,47.80
20250801040119,18.30,47.60
20250801040149,18.30,47.70
20250801040219,18.30,47.60
20250801040249,18.30,47.70
20250801040319,18.30,47.70
20250801040349,18.30,47.80
20250801040419,18.30,47.70
20250801040449,18.30,47.80
20250801040519,18.40,47.80
20250801040549,18.30,47.90
