timestamp_iso,gx_dps,gy_dps,gz_dps
2025-08-27T11:44:18.625250+00:00,127.502,238.953,-231.995
2025-08-27T11:44:18.922165+00:00,130.493,183.777,-116.577
2025-08-27T11:44:19.328438+00:00,252.93,99.67,-34.912
2025-08-27T11:44:19.564443+00:00,254.944,179.81,-44.983
2025-08-27T11:44:20.072684+00:00,235.718,311.584,-121.887
2025-08-27T11:44:20.375306+00:00,94.727,308.105,7.507
2025-08-27T11:44:20.615332+00:00,134.338,273.071,15.076
2025-08-27T11:44:20.900335+00:00,55.969,153.442,147.461
2025-08-27T11:44:21.190005+00:00,912.17,-107.971,202.271
2025-08-27T11:44:21.546618+00:00,888.916,248.291,163.269
2025-08-27T11:44:21.789097+00:00,-725.952,57.861,-150.513
2025-08-27T11:44:22.095433+00:00,-498.657,-33.02,-143.311
2025-08-27T11:44:22.474636+00:00,-378.174,-80.2,-20.508
2025-08-27T11:44:22.718099+00:00,-125.244,-236.45,80.872
2025-08-27T11:44:22.996046+00:00,-376.038,-52.49,-4.211
2025-08-27T11:44:24.049041+00:00,-216.675,-145.813,-257.751
2025-08-27T11:44:24.299689+00:00,-170.288,-268.494,-94.543
2025-08-27T11:44:24.684679+00:00,-191.101,-323.242,-96.13
2025-08-27T11:44:25.095929+00:00,-191.956,-368.103,60.913
2025-08-27T11:44:25.336762+00:00,-215.698,-360.168,107.117
2025-08-27T11:44:25.744298+00:00,-183.899,-310.303,145.081
2025-08-27T11:44:25.974826+00:00,-118.591,-183.167,221.619
2025-08-27T11:44:26.263012+00:00,38.025,-22.156,201.416
2025-08-27T11:44:26.494689+00:00,232.422,88.318,137.268
2025-08-27T11:44:26.791474+00:00,1159.607,-260.254,-80.933
2025-08-27T11:44:27.028155+00:00,-113.525,107.056,-574.768
2025-08-27T11:44:27.309692+00:00,815.735,166.26,-526.001
2025-08-27T11:44:27.715726+00:00,57.068,59.998,-565.063
2025-08-27T11:44:27.950591+00:00,339.783,144.592,-362.732
2025-08-27T11:44:28.240472+00:00,-50.964,244.141,-330.322
2025-08-27T11:44:28.480102+00:00,4.944,368.042,-170.41
2025-08-27T11:44:28.764879+00:00,-54.077,310.12,-103.882
