timestamp_iso,x,y,z
2025-09-13T10:59:30.132198+00:00,0.080657958984375,-0.3575592041015625,-0.919403076171875
2025-09-13T11:02:51.709601+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:52.849243+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:53.998111+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:55.096237+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:56.171307+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:57.267090+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:58.274150+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:02:59.371803+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:00.469832+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:01.552599+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:02.650642+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:03.778538+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:04.881609+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:06.016534+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:07.110745+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:08.181646+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:09.223136+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:10.314867+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:11.381203+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:12.478020+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:13.552865+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:14.700737+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:15.791715+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:16.891306+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:18.026364+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:19.127812+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:20.179392+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:21.238441+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:22.331620+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:23.419438+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:24.493278+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:25.555332+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:26.648974+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:27.745141+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:28.870038+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:29.975908+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:31.028828+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:32.118912+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:33.212816+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:34.304792+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:35.405135+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
2025-09-13T11:03:36.517893+00:00,-0.03070068359375,-0.3585205078125,-0.927642822265625
