ts,x,y,z
2025-09-15 19:19:32.815172,0.0,0.0,0.0
2025-09-15 19:19:33.320269,0.0,0.0,0.0
2025-09-15 19:19:33.823835,0.0,0.0,0.0
2025-09-15 19:19:34.327569,0.0,0.0,0.0
2025-09-15 19:19:34.832390,0.0,0.0,0.0
2025-09-15 19:19:35.337444,0.0,0.0,0.0
2025-09-15 19:19:35.846296,0.0,0.0,0.0
2025-09-15 19:19:36.351346,0.0,0.0,0.0
2025-09-15 19:19:36.856418,0.0,0.0,0.0
2025-09-15 19:19:37.360854,0.0,0.0,0.0
2025-09-15 19:19:37.861537,0.0,0.0,0.0
2025-09-15 19:19:38.365815,0.0,0.0,0.0
2025-09-15 19:19:38.868242,0.21234130859375,-0.646728515625,-0.82208251953125
2025-09-15 19:19:39.373356,0.21234130859375,-0.646728515625,-0.82208251953125
2025-09-15 19:19:39.876331,0.1326446533203125,-0.2404632568359375,0.438232421875
2025-09-15 19:19:40.381397,0.1326446533203125,-0.2404632568359375,0.438232421875
2025-09-15 19:19:40.886464,-0.247711181640625,-0.314117431640625,0.019927978515625
2025-09-15 19:19:41.391169,-0.247711181640625,-0.314117431640625,0.019927978515625
2025-09-15 19:19:41.896233,-0.785491943359375,-0.44561767578125,-0.6831207275390625
2025-09-15 19:19:42.401298,-0.785491943359375,-0.44561767578125,-0.6831207275390625
2025-09-15 19:19:42.901439,-0.7884063720703125,-0.3632049560546875,0.276397705078125
2025-09-15 19:19:43.406506,-0.7884063720703125,-0.3632049560546875,0.276397705078125
2025-09-15 19:19:43.917840,-1.9011077880859375,-1.2229461669921875,-2.4164886474609375
2025-09-15 19:19:44.420428,-1.9011077880859375,-1.2229461669921875,-2.4164886474609375
2025-09-15 19:19:44.926138,-0.127410888671875,-0.849884033203125,-0.147979736328125
2025-09-15 19:19:45.431198,-0.127410888671875,-0.849884033203125,-0.147979736328125
2025-09-15 19:19:45.937085,0.27606201171875,-0.7675323486328125,-0.2084808349609375
2025-09-15 19:19:46.442141,0.27606201171875,-0.7675323486328125,-0.2084808349609375
2025-09-15 19:19:46.945750,-0.6833648681640625,-0.2263946533203125,-0.7836761474609375
2025-09-15 19:19:47.450495,-0.6833648681640625,-0.2263946533203125,-0.7836761474609375
2025-09-15 19:19:47.953918,-2.2223052978515625,-0.253814697265625,-0.4041748046875
2025-09-15 19:19:48.458123,-2.2223052978515625,-0.253814697265625,-0.4041748046875
2025-09-15 19:19:48.961226,-1.1063079833984375,-0.696502685546875,0.2876739501953125
2025-09-15 19:19:49.463255,-1.1063079833984375,-0.696502685546875,0.2876739501953125
2025-09-15 19:19:49.968326,0.3065032958984375,-0.5132293701171875,0.7659759521484375
2025-09-15 19:19:50.473381,0.3065032958984375,-0.5132293701171875,0.7659759521484375
2025-09-15 19:19:50.976122,-4.6558990478515625,0.5420074462890625,-1.3900604248046875
2025-09-15 19:19:51.480876,-4.6558990478515625,0.5420074462890625,-1.3900604248046875
2025-09-15 19:19:51.985953,-0.7043609619140625,-0.3177947998046875,-0.63916015625
2025-09-15 19:19:52.491016,-0.7043609619140625,-0.3177947998046875,-0.63916015625
2025-09-15 19:19:52.991293,-0.7043609619140625,-0.3177947998046875,-0.63916015625
2025-09-15 19:19:53.495425,0.4517364501953125,-0.8152313232421875,0.264434814453125
2025-09-15 19:19:53.999465,0.4517364501953125,-0.8152313232421875,0.264434814453125
2025-09-15 19:19:54.503014,-1.231231689453125,0.133026123046875,-0.9022064208984375
2025-09-15 19:19:55.006468,-1.231231689453125,0.133026123046875,-0.9022064208984375
2025-09-15 19:19:55.511537,-0.9969482421875,-0.6487884521484375,-0.0841522216796875
2025-09-15 19:19:56.016167,-0.9969482421875,-0.6487884521484375,-0.0841522216796875
2025-09-15 19:19:56.520237,-0.0010833740234375,-0.920257568359375,0.638671875
2025-09-15 19:19:57.022350,-0.0010833740234375,-0.920257568359375,0.638671875
2025-09-15 19:19:57.526372,-1.03363037109375,-0.2967987060546875,-0.001434326171875
2025-09-15 19:19:58.031440,-1.03363037109375,-0.2967987060546875,-0.001434326171875
2025-09-15 19:19:58.536501,-1.16583251953125,0.5200958251953125,0.1125946044921875
2025-09-15 19:19:59.038077,-1.16583251953125,0.5200958251953125,0.1125946044921875
2025-09-15 19:19:59.541442,-0.0924835205078125,-0.7702178955078125,-0.0130462646484375
2025-09-15 19:20:00.044286,-0.0924835205078125,-0.7702178955078125,-0.0130462646484375
2025-09-15 19:20:00.549345,-0.0286407470703125,-0.9103240966796875,0.4599456787109375
2025-09-15 19:20:01.053803,-0.0286407470703125,-0.9103240966796875,0.4599456787109375
2025-09-15 19:20:01.558864,-0.895172119140625,-0.75457763671875,0.1741943359375
2025-09-15 19:20:02.063931,-0.895172119140625,-0.75457763671875,0.1741943359375
2025-09-15 19:20:02.564801,-0.9411163330078125,0.2468719482421875,-0.264251708984375
2025-09-15 19:20:03.067364,-0.9411163330078125,0.2468719482421875,-0.264251708984375
2025-09-15 19:20:03.567577,-0.9411163330078125,0.2468719482421875,-0.4913330078125
2025-09-15 19:20:04.071380,-0.9411163330078125,0.2468719482421875,-0.4913330078125
2025-09-15 19:20:04.576395,0.00390625,-0.6203765869140625,-0.493499755859375
