timestamp_iso,value
2025-09-13T10:45:13.017155+00:00,-0.0770263671875
2025-09-13T10:45:15.062351+00:00,-0.0770263671875
2025-09-13T10:45:17.111703+00:00,-0.0770263671875
2025-09-13T10:45:19.269134+00:00,-0.0770263671875
2025-09-13T10:45:21.293457+00:00,-0.0770263671875
2025-09-13T10:45:23.337857+00:00,-0.0770263671875
2025-09-13T10:45:25.397018+00:00,-0.0770263671875
2025-09-13T10:45:27.454076+00:00,-0.0770263671875
2025-09-13T10:45:29.546593+00:00,-0.0770263671875
2025-09-13T10:45:31.637170+00:00,-0.0770263671875
2025-09-13T10:45:33.668250+00:00,-0.0770263671875
2025-09-13T10:45:35.762328+00:00,-0.0770263671875
2025-09-13T10:45:37.773627+00:00,-0.0770263671875
2025-09-13T10:45:39.812651+00:00,-0.0770263671875
2025-09-13T10:45:41.906708+00:00,-0.0770263671875
2025-09-13T10:45:44.033505+00:00,-0.0770263671875
2025-09-13T10:45:46.072148+00:00,-0.0770263671875
2025-09-13T10:45:48.132625+00:00,-0.0770263671875
2025-09-13T10:45:50.190073+00:00,-0.0770263671875
2025-09-13T10:45:52.341639+00:00,-0.0770263671875
2025-09-13T10:45:54.381766+00:00,-0.0770263671875
2025-09-13T10:45:56.516712+00:00,-0.0770263671875
2025-09-13T10:45:58.552547+00:00,-0.0770263671875
2025-09-13T10:46:00.599360+00:00,-0.0770263671875
2025-09-13T10:46:02.733147+00:00,-0.0770263671875
2025-09-13T10:46:04.783044+00:00,-0.0770263671875
2025-09-13T10:46:06.837586+00:00,-0.0770263671875
2025-09-13T10:46:08.896146+00:00,-0.0770263671875
2025-09-13T10:46:10.925253+00:00,-0.0770263671875
2025-09-13T10:46:12.932305+00:00,-0.0770263671875
2025-09-13T10:46:14.977180+00:00,-0.0770263671875
2025-09-13T10:46:17.025960+00:00,-0.0770263671875
2025-09-13T10:46:19.064897+00:00,-0.0770263671875
2025-09-13T10:46:21.098052+00:00,-0.0770263671875
2025-09-13T10:46:23.127856+00:00,-0.0770263671875
2025-09-13T10:46:25.165966+00:00,-0.0770263671875
2025-09-13T10:46:27.215916+00:00,-0.0770263671875
2025-09-13T10:46:29.253988+00:00,-0.0770263671875
2025-09-13T10:46:31.302707+00:00,-0.0770263671875
2025-09-13T10:46:33.349540+00:00,-0.0770263671875
2025-09-13T10:46:35.386260+00:00,-0.0770263671875
2025-09-13T10:46:37.430651+00:00,-0.0770263671875
2025-09-13T10:46:39.478108+00:00,-0.0770263671875
2025-09-13T10:46:41.514529+00:00,-0.0770263671875
2025-09-13T10:46:43.563378+00:00,-0.0770263671875
2025-09-13T10:46:45.714217+00:00,-0.0770263671875
2025-09-13T10:46:47.768296+00:00,-0.0770263671875
2025-09-13T10:46:49.813881+00:00,-0.0770263671875
2025-09-13T10:46:51.863021+00:00,-0.0770263671875
2025-09-13T10:46:53.890164+00:00,-0.0770263671875
2025-09-13T10:46:55.932620+00:00,-0.0770263671875
2025-09-13T10:46:58.075785+00:00,-0.0770263671875
2025-09-13T10:47:00.101606+00:00,-0.0770263671875
2025-09-13T10:47:02.151425+00:00,-0.0770263671875
2025-09-13T10:47:04.204633+00:00,-0.0770263671875
2025-09-13T10:47:06.231939+00:00,-0.0770263671875
2025-09-13T10:47:08.258828+00:00,-0.0770263671875
2025-09-13T10:47:10.312659+00:00,-0.0770263671875
2025-09-13T10:47:12.365743+00:00,-0.0770263671875
2025-09-13T10:47:14.413624+00:00,-0.0770263671875
2025-09-13T10:47:16.459754+00:00,-0.0770263671875
2025-09-13T10:47:18.492850+00:00,-0.0770263671875
2025-09-13T10:47:20.545203+00:00,-0.0770263671875
2025-09-13T10:47:22.595219+00:00,-0.0770263671875
2025-09-13T10:47:24.643984+00:00,-0.0770263671875
2025-09-13T10:47:26.693273+00:00,-0.0770263671875
2025-09-13T10:47:28.762828+00:00,-0.0770263671875
2025-09-13T10:47:30.779201+00:00,-0.0770263671875
2025-09-13T10:47:32.813584+00:00,-0.0770263671875
2025-09-13T10:47:34.843807+00:00,-0.0770263671875
2025-09-13T10:47:36.901772+00:00,-0.0770263671875
2025-09-13T10:47:38.958131+00:00,-0.0770263671875
2025-09-13T10:47:40.993989+00:00,-0.0770263671875
2025-09-13T10:47:43.051071+00:00,-0.0770263671875
2025-09-13T10:47:45.122432+00:00,-0.0770263671875
2025-09-13T10:47:47.177395+00:00,-0.0770263671875
2025-09-13T10:47:49.230371+00:00,-0.0770263671875
2025-09-13T10:47:51.299049+00:00,-0.0770263671875
2025-09-13T10:47:53.300222+00:00,-0.0770263671875
2025-09-13T10:47:55.364065+00:00,-0.0770263671875
2025-09-13T10:47:57.421603+00:00,-0.0770263671875
2025-09-13T10:47:59.467368+00:00,-0.0770263671875
2025-09-13T10:48:01.512985+00:00,-0.0770263671875
2025-09-13T10:48:03.667971+00:00,-0.0770263671875
